geneName	SKG_rep3
Pum2	2569
Pcdh11x	0
Gm8439	0
Gm7616	0
Scoc	96
Ptger4	4083
Ptpn21	0
Serpinb9c	0
Mir6983	0
Snrpa	6420
Mro	0
Hspbp1	4719
Lrrn4cl	0
H2al1m	0
Ptprc	70158
Bdkrb1	0
Opn1sw	8
Bckdha	2818
Bcat1	2810
Mmp23	0
Fhod3	19
Olfr476	0
Abi1	7481
Slc25a32	88
Mbnl3	192
Mcoln3	1781
Cyp4f15	1
Zfp809	627
4933406I18Rik	0
Nox1	0
Tmem108	1
Zfp87	1658
Gm6637	0
Dlg1	1637
Tmem38a	1160
Ubxn4	11752
Dsg1c	0
C130026I21Rik	0
Rnf181	4045
Ccdc59	1646
Speer5-ps1	0
Aldh9a1	3442
Atxn7l2	1963
Atp9a	3710
E130008D07Rik	0
AI197445	0
Acsm2	2
Clcf1	74
Gm2061	0
Mep1b	0
Smurf2	86
Dzip3	210
Bin3	2294
Aggf1	4415
0610030E20Rik	3227
Slc11a1	0
D230017M19Rik	49
4930563J15Rik	0
Adcy10	0
Elovl4	0
Pcsk2os1	0
Mir376b	0
Cdr1os	0
Vash2	1082
Cahm	0
Mir200a	0
Mir192	0
AY702103	0
Gm11532	0
Apobec3	520
Smox	3203
Klra3	0
Uimc1	3825
4930546K05Rik	0
Ica1l	0
Irf8	907
Icam5	3
1700025N23Rik	0
Dnase1l1	295
Smpx	0
Tspan4	229
Zfp410	9670
Ldhb	17292
Nkiras1	518
Mus81	7280
Ldah	3299
Bspry	563
Tatdn1	665
Drd2	0
Chaf1a	2628
Vsig2	1059
Slc16a8	0
Sgk2	0
Ldoc1	0
Prkg1	0
Glrx3	146
Bloc1s2	2150
Ebf1	0
Gm6938	0
H2afy3	0
Gm7367	0
Zfp229	1
Cox7a2l	3137
Shcbp1	1
Srpx	0
Pigp	2310
Pcdh9	0
Pik3r3	221
Cblif	0
Sytl4	2
Atp5d	12367
Rp9	4125
Nemf	3300
Gm2762	0
Kmt5b	8158
Suv39h1	4558
Stag2	6578
Mgat4e	0
Nol4l	2
Tor1aip2	2292
Ktn1	6401
Unc5d	1
Mir669a-8	0
Vmn2r8	0
Vmn2r6	0
Miga1	2001
Gm9125	0
Setd3	4383
Capn12	65
Mrpl52	1651
Gpr180	1124
Dr1	1306
Zfand2b	874
Lman2	17458
Cmc2	417
Carhsp1	2905
Prr32	0
Pdgfrl	3
Zfp385a	58
BC039966	0
4930440C22Rik	0
Nde1	4996
Mir3101	78
Mir3100	0
1700111N16Rik	0
Zmynd10	0
Gm35978	0
Cd46	0
Eif3k	5889
Fez2	564
1700009C05Rik	0
Tdrd3	1609
Septin4	0
Sh3bp5l	3541
Apba2	0
Cpsf4	3704
Nlrp5	0
Abhd12	1151
Tbx6	0
Gm10451	0
Scarna10	0
Slc24a3	0
Cdc123	3285
Scml4	6216
Chrdl1	0
Ppfia2	0
Cpsf7	1985
Rps21	782
Cdk11b	8262
Hnrnpc	18242
Stard13	0
Lysmd4	787
Zkscan8	0
Prom1	4
Skor1	0
Fyb2	23
Nsfl1c	6545
Atp6v0e	8722
6330403K07Rik	1299
Abcc2	0
Adat1	30
Slc25a13	1579
Sema4a	5994
Chek2	1105
Keap1	4391
Klf13	5362
Reck	1
Pld5	0
1700027A15Rik	0
Myo18a	2737
Prrg1	0
Arhgap24	0
Cd72	1
Catsperg1	1
Fh1	2754
Asb17os	0
Fkbp7	167
Cd300a	0
Hivep2	985
Cgrrf1	332
2210408F21Rik	0
Angptl8	0
Gm25018	0
Akt1	4580
Efna3	0
Plpp1	0
Dgcr2	3502
Ptn	1
Twf1	313
Pthlh	52
Ptgs1	0
Ptgis	0
Cst7	182
Plxna2	0
Gm14023	0
Etaa1os	85
Trip10	1222
Gusb	3449
BC055324	213
Ces2g	0
Sowahb	0
Dmrt2	0
Nlrp3	0
Neu4	0
Shisa4	0
Sgms1	329
Odf4	0
Gdf10	0
Ctnna2	0
Map3k13	0
Dip2b	4651
Psapl1	0
1700128A07Rik	0
BC042761	0
9630013K17Rik	0
Fbxo44	1
Ifi202b	1
Clec9a	0
Ap5z1	1290
Fbxw8	350
Klhl33	0
Pax2	0
Defb34	0
Dna2	28
Kdm5b	11143
Supt3	918
Gm10591	0
Gm1987	0
S100g	0
Esrrb	0
Mir103-2	0
Chchd7	751
Rxrb	4656
Cadps2	495
Gabpb1	3276
Gm13544	1
1700101I11Rik	0
Dll3	0
Fam57a	329
Mettl7a1	60
Ckmt1	0
Gm4788	0
Pate7	0
Spag7	2446
Gal3st1	0
Gpr68	1506
Golph3l	1420
Sptan1	7736
Slx1b	1193
Mir6949	0
Sh2d1b2	0
Rprd2	1353
Edem3	15
Kir3dl1	0
Pcsk1n	0
Gpr162	169
Syk	1
Frmd4b	2
Pomt1	944
Mpp4	577
Chst10	4
Abcc10	470
Chd6	5007
Tyms	383
Ppp1r2-ps7	0
4930447J18Rik	0
Fam131b	0
Gm8267	0
Vmn2r56	0
Aicda	0
Ahrr	0
Zbtb17	7713
Gm21992	271
Sergef	383
Armc3	0
Gm10790	0
Misp	0
Mir8101	0
Vmn1r254	0
Vmn1r244	0
1700065J18Rik	0
A730082K24Rik	0
Mettl26	3758
Tmem174	0
Acbd6	2036
Ccdc88c	5235
Nudcd2	4871
Zmynd19	948
Tmprss13	2
Odr4	479
Elovl1	3705
Nfatc4	0
Camta2	6287
Ephx2	0
Hdac9	845
Styxl1	92
Pex5	4363
Cav2	0
Coq3	1
Chrd	0
Mir6984	0
Sbk3	0
H2al1g	0
H2al1f	0
Dync1i2	3483
Dennd2d	5549
Gm15290	0
Sh2d3c	4890
Klk1b7-ps	0
Gm1673	0
Pard6a	674
Srgap2	35
Nrip1	5764
Olfr8	0
Tes	21822
Dnph1	0
Fbh1	3585
Rpl15	7343
Sh3tc1	0
Slc7a4	0
Ghitm	13366
Atp2b1	2135
Lrriq1	0
Sgtb	0
Zfp532	0
2310003N18Rik	0
Tnks2	13437
Mbtps1	3968
Cyp4f16	0
Toporsl	0
Prpf38b	3854
Flrt1	0
B4gat1	750
Vmn1r57	0
Vmn1r61	0
Vmn1r60	0
Rcor3	2
Man2a2	1661
Gm1715	0
St6gal1	47016
Fam227a	0
Arap2	5721
Tmem158	0
Panx3	2
2900057B20Rik	0
Dcaf8l	0
Diaph1	1583
Pkp1	0
Gcsam	470
Gfra2	0
Crim1	0
Pde4b	2011
4933405L10Rik	0
Nxf2	0
Fbrsl1	899
Zfp967	0
Phka2	2697
Eif2ak4	4586
Cpq	6
Cdadc1	2353
2310016D03Rik	0
Axin1	2635
Arrdc1	7241
Septin2	2755
Mettl14	36
Pcnp	3294
Kcnc4	0
Paip2	23769
Trim30a	1086
Plcb4	1078
Pak1	741
Zfp948	15
Kcnj9	0
Kcnj8	0
Kcnj4	0
Kcnj3	0
Ppfibp2	546
Uspl1	6098
Ptpre	460
Mir5125	0
Mir5124a	0
Amer1	430
Gm15319	0
Nr2f6	1182
Epor	0
Epn2	1
Nmur2	0
Ehbp1	0
4933413L06Rik	0
Ppp3cc	1720
Apoe	5704
Arid3a	89
Tnfrsf8	0
Kif2a	816
Tctex1d2	0
Gnrhr	0
Skint4	0
Srsf5	23482
Col6a1	0
Sytl3	1
Zfr2	1
Gm6936	0
Gm12866	0
Gm10778	0
Ercc6	1834
Olfr380	0
Olfr202	0
Olfr1273-ps	0
Olfr348	0
Eif5	28235
Olfr607	0
Rin1	0
Plekhg4	0
Palb2	1134
Rars2	3123
Tmcc3	2
Ano2	0
Dpysl3	0
Dlx5	0
Dlx3	0
Hspa1l	258
Eif2ak1	6628
Mmp28	0
Rdh1	0
Rab3d	1351
Tnrc6a	1196
Cckar	0
Capn5	1
Mgp	0
Ctla4	507
Cd14	0
Nptn	3620
Slc25a44	1026
Slc25a45	1593
Slc10a1	3
Lpxn	5568
Poc1b	2
Acd	4315
Tesc	0
Alkbh2	234
Dhx32	3591
Wsb1	1976
1700080N15Rik	0
Mtmr14	4082
Ap5s1	1149
Glis2	0
Gm13483	0
Cyp4f37	0
Tmem9	2616
Bmp1	1
Nsmce4a	6629
Satb1	46493
Dbn1	48
Psma2	15370
Syt14	0
Btbd35f28	0
Thbs1	0
Olfr281	0
Olfr960	0
Olfr728	0
Vmn1r195	0
Vmn1r81	0
Vmn1r225	0
Vmn1r228	0
Vmn1r16	0
Vmn1r6	0
Amy2a3	0
Mir344e	0
Cd79a	0
Vmn1r51	0
Utrn	13762
Usp24	1817
Cphx3	0
Foxred2	242
Homez	841
Hdac7	6956
Xylb	988
Klra4	0
Pmm1	557
Sh3glb1	6338
B230311B06Rik	0
Ssxb9	0
Foxp1	5329
Eps8	0
Mir6986	0
Cast	6723
Kcnq2	0
Ccl20	0
Ube2h	8896
Spx	536
Gm26504	0
Stk40	10074
Ppp1r36	0
R3hdm2	2875
Trim43c	0
Tro	135
Pola2	5210
Prl8a6	0
LOC102638913	0
4930432K21Rik	0
Mmp19	0
Grwd1	2844
Igf2bp2	0
Gm18905	0
Mir6945	0
Mir6943	0
Mir466c-2	0
Gm13582	0
Smtn	1
Mapkap1	8738
Rce1	2810
Zfp831	1969
Gm14305	0
Gm15023	0
Large2	562
Plekha7	1459
Elf2	2987
Coasy	3597
Csrp1	5152
Pcx	2
Rfx8	0
Lrrc57	2157
Ctla2a	0
Mindy3	3693
Tcea2	1105
Klrh1	0
Stam	50
Fgf13	6170
1600002D24Rik	0
Pde1c	0
Eda2r	0
Nxt2	633
Klf14	0
Dmrtc1c1	0
Mir497b	0
Phyhipl	0
Rab26	238
Tmeff1	0
A230028O05Rik	0
Dmrtc1c2	0
Olfr71	0
Olfr70	0
Arntl2	457
P2ry14	0
Erg	0
Mir7670	0
Adra1b	0
Chfr	6026
Mlst8	472
Psma4	8005
Dnajc14	2255
Becn1	10066
Gprin1	0
Mier2	5218
Zfp653	849
Gm6557	0
Ndufa11b	1
Itgav	1383
Sec23b	5241
Cd180	12
Gna13	5212
Actr6	1768
Rnf146	5645
Cdc42ep3	2301
Sox13	2
Stpg1	0
Ttc30a1	0
9430065F17Rik	0
1700019P21Rik	0
A830029E22Rik	0
5033417F24Rik	0
Ttll2	0
Slc35a1	2916
Lpin2	140
Cdc40	2009
Lrmda	0
Nt5c1b	0
Aldh1b1	2
Shisa5	49575
Slc22a22	0
Gria2	0
Mtdh	8422
Tfap2b	0
Olfr1413	0
Olfr658	0
Olfr652	0
Olfr618	0
Usp15	4140
Itga7	0
Plekha1	1343
Lag3	0
L1cam	0
Serpinb2	0
Plek2	0
Abl2	2
Clmn	7
Hemgn	0
Pcdhb22	0
Pcdhb21	0
Pcdhb20	0
Pcdhb19	0
Pcdhb18	0
Slc37a3	1449
Rasl10a	0
Klc1	2139
Higd1a	1812
Ythdc1	7544
Adck1	518
Gm13285	0
Cbr2	0
Slc4a2	5849
0610031O16Rik	0
A530072M11Rik	0
Slc10a7	323
Cyb5r2	0
Gm16793	0
B130034C11Rik	0
9630028I04Rik	0
Ypel5	3702
Snord45b	42
Zfp574	1659
Shoc2	3025
E030044B06Rik	0
Clip3	2
Cdh1	0
Gm12886	0
Igf2	0
Islr2	0
Slc24a2	0
Aqp8	0
Kif21a	0
Abhd14a	3
Zfp78	1
Ipo7	267
Wdr70	2656
Cacna1d	133
Cyp26c1	0
Pls3	0
Ddah2	2
Men1	5124
Taf1a	1235
Tk1	1
Trim2	0
Ank1	0
Spag11b	0
Ildr1	0
Pars2	772
Mc2r	0
Clip1	3
Arhgdib	88747
Bub3	7912
Mtch2	2382
Atf3	0
Mns1	0
Casp4	0
Cdx4	0
Cdr2	401
Gm23284	0
Lmna	0
Cyp2d34	0
Ap2b1	3447
Blzf1	2565
Cldnd2	0
Stoml2	2556
Cic	1739
Aven	802
Iqcf1	0
Tspan17	0
Lrrc2	0
Ctbs	3
Zbtb14	636
Lrrc19	0
Rsrc1	2273
Hs3st6	0
Zfp638	3082
Mir7047	0
Il21r	11014
Psg21	0
Glp1r	0
Yeats4	5112
Slc25a39	4242
Oas1e	0
Tcirg1	1473
Slc7a10	0
4933400A11Rik	0
Snord116l1	0
Crb2	0
Tnnt3	0
Dmkn	0
Vmn1r170	0
Mgat1	3756
Ubr5	554
Gm20809	0
Vmn1r258	0
Vmn1r246	0
Tax1bp1	9870
AA465934	0
Cbln1	0
Tspan6	2642
Adar	1901
Trpv4	0
Rsrc2	13187
Il12rb2	9
Cfd	0
Pdcd6ip	17595
Ifnl3	0
Endov	1951
Ppp1r8	2884
Rbm20	1
Dcaf12l1	0
Hdac5	949
A930001C03Rik	0
S100a9	0
Btf3l4	1381
Plec	6072
Cbln2	0
Ctf1	112
Rprd1b	6315
Srpr	7342
Gm7271	0
Vmn1r29	0
Vmn1r10	0
Lce1k	0
Fbln5	0
Slc22a27	0
Thra	0
Tpsg1	0
Mir679	0
Cux2	0
Gm3317	0
Grin1os	0
Mx1	0
Aamp	18270
Mroh1	2339
Triobp	1749
Nod2	0
Tmem255a	0
Col6a6	0
Cep55	838
Zfp119a	1079
Sh3d21	522
Fam174b	928
Olfr819	0
Rangap1	12141
Brinp3	0
Syvn1	6595
Mir467a-7	0
Aurkaip1	3811
Ndfip1	59555
Grk6	14276
Cenpa	3064
Rassf5	42318
Ppp1r14a	0
Gm21083	0
Mir6987	0
Mir6946	0
Mir6988	0
Fpr-rs3	1
Fpr2	0
Klrg1	0
Myadm	0
Olig1	4
Olig2	0
Phgdh	4500
Nckap1	1
Zfp518a	379
Utp3	2905
Katnal2	0
Rfx4	0
2810006K23Rik	646
Pde6h	0
Hspa12b	5
Mir7085	0
Ankle2	2311
Dgke	682
Fis1	6224
4930524B15Rik	0
Ubl4b	0
Nkain1	0
Slc12a5	1
Sfswap	3598
AW551984	0
Pheta1	832
Dpy19l1	40
Vmn1r183	0
Cyp4a31	0
Ctps	3832
Maco1	2198
Exosc10	12434
Zfp637	1719
Mir6989	0
Syt11	2135
Gsn	16531
Gm5134	402
1810024B03Rik	0
Rere	1451
Selplg	18536
Selenbp1	0
Apob	0
Ankzf1	2119
Slc47a1	0
Wdr77	4640
Galnt13	0
Tut4	2464
Lurap1	0
Psmd8	16670
Scamp1	6
Efcab10	0
Ankrd7	0
Uhrf1bp1l	2165
Fam161b	0
Gask1b	0
Tmem100	0
Ifi27	3947
Cars	782
Nelfcd	8294
Rmnd5a	4721
Vmn1r25	0
Pcsk7	8446
Tgfb2	0
Tsc22d1	598
H2ac6	87
H2ac7	0
H2ac8	24
Zfp286	547
Eci2	2355
Uqcc2	923
Snhg18	0
C430049B03Rik	0
3110009E18Rik	155
Fn1	0
Kctd17	302
Whrn	1749
Hrh1	0
Fgg	0
Igsf9b	1
Uty	0
Mir6991	0
Reg3d	0
Marchf2	1874
Lmf1	2707
2310039L15Rik	0
Gm4489	0
Lce1f	0
AA543186	195
A230072C01Rik	1347
Gh	0
Emp3	278
Emp1	0
Eif4ebp2	264
Eif3a	12337
Rfxank	552
Capn3	0
Efna4	1653
Zp1	0
Ikzf1	12714
Hira	834
Uhmk1	1078
Chrne	0
Ccl1	0
Bcl2a1c	0
Nr1h4	0
Mir6992	0
Gpn2	1603
B4galt7	1806
Spin1	2702
Rnf144b	2
Bag6	2473
Cdca7l	1160
Pyy	0
Lsm2	2769
Dhrs7b	1520
Ankmy2	2156
Plekhh3	1027
Ambp	0
Fdft1	1571
Cldn3	0
Stk32a	0
H4c8	0
Rgs13	0
Cdnf	22
Dgkd	10115
4930577N17Rik	0
Tfap2a	0
Zkscan17	3638
Ccdc85a	0
Slc28a2	2210
Gm11529	0
Fyb	12164
Klk7	0
Cib1	2639
Med24	7234
Mthfsl	383
Gm10096	0
Uhrf1	2100
Tmem254c	0
H1f8	0
Nat8f6	0
Ifi207	0
0610005C13Rik	5
1700110I01Rik	0
Firre	4
Mir107	0
Scgb1b15	0
Scgb1b17	0
Mir29c	0
Klrb1f	0
Igf1	129
Pwwp2a	4275
Nrf1	3275
Etl4	0
Klf10	30
Gmeb1	8
Atp13a2	10553
Magix	0
Alkbh7	959
Rbm4b	2831
Mpp2	0
Pex7	1017
Slc66a2	2541
Ano7	1
Mir1899	0
Vmn2r47	0
Ank	2028
Lrrc18	0
Meaf6	2264
Golm1	1
Gm13286	0
Zfp933	1
Tspyl3	6574
Lad1	1
Ginm1	1731
Plekhs1	0
Scgb1b29	0
Gm5141	1468
Ccdc149	0
Sspn	1
Snord73a	0
Gm20871	0
Bcl2l1	1023
Map3k10	1
Gzmn	0
Clgn	0
Rbm46os	0
Klra8	0
Gm20822	0
AI987944	18
Cgnl1	0
Col17a1	0
Pde7a	2520
Klhl12	290
Tnfrsf22	379
Stard6	0
Ogdh	13414
Mir219a-1	0
Bpifb5	1
Ptp4a2	13688
Sez6l	1
Zfp322a	2123
Slc19a2	0
Uros	862
Urod	2135
Akap1	1546
Ak4	637
Sypl	2744
Eny2	1394
Man1c1	0
Gpatch3	627
Olfr154	0
Azi2	6568
Dmrt1	0
Gtf2ird2	775
Dnajb7	0
Noc3l	769
Rcn3	0
Yif1a	1660
Gm16796	21
Trabd2b	1
Arhgef33	0
C8b	0
Cxcl17	0
Bloc1s5	464
Myl6b	3
R74862	182
Nkx6-3	0
Ddx28	2011
Hsf2bp	0
Zfp661	0
Scaf11	6508
Samt4	0
Mon2	383
Polr3e	4150
Erlin1	516
Olfr151	0
Zfand1	4
B9d1	0
Smim8	920
Pax6	1
Abcc9	0
Fstl4	0
Kank3	1
Fgfr3	0
Gabra1	0
Gk5	3
Rpp40	540
Slc6a15	0
Slfn9	1
Ranbp3l	6
Nol11	3463
Gm11651	0
1700019M22Rik	0
1700003E24Rik	0
5430425K12Rik	0
Cep152	1267
5830411N06Rik	0
F8	0
S100a14	0
Fmnl1	5416
Car12	2238
Jakmip1	3093
Nasp	6187
Smad2	8424
Dcstamp	0
Ackr1	0
Des	0
Defb2	0
Ddx4	1
S1pr4	545
Asb1	1867
Sp8	1
Rtn2	0
Ccdc115	4020
Gm17801	0
Fam216a	1853
Tacr3	0
Ngly1	3561
Cand2	1274
Gpx8	10
Fastkd3	1679
Mfsd3	9
Aldh3b1	608
Pole3	598
Slx4ip	682
AV039307	0
Gm25212	0
Cyfip1	2
D830031N03Rik	1
Egfl7	0
Exosc1	3359
Becn2	0
Col9a1	0
Gabrb2	2
Vps39	3737
Mir330	0
Rn4.5s	0
Dlx6os2	0
Ppcdc	8232
Ptprf	6376
1700092K14Rik	0
9430091E24Rik	0
Acin1	2113
Htr3b	0
Pik3cg	6479
Trim44	514
Kcnv1	1
Krtap4-7	0
Spp2	0
Pank2	4481
Mvb12a	4444
1700028M03Rik	0
Mir7666	3
1700086L19Rik	0
Rnf112	0
Pex11g	0
Nudt12	0
Midn	653
Stox2	1
Mier3	728
Fcho2	1774
Morn4	0
4933430N04Rik	0
4933412O06Rik	0
Prnp	1563
4930402F06Rik	0
Myo1a	0
Cldn34b2	0
Tspyl5	0
Lrrc9	0
Nanos3	55
Ffar1	0
Rtl1	0
Mfsd7a	0
Mir669a-9	0
4930587E11Rik	0
5033403F01Rik	0
Colec11	0
Dbhos	0
Ppp4r3a	5634
Cdc45	3
Gm10665	0
Usp19	9426
Calb2	0
Anxa2	6955
Gm10670	0
Rabl3	1162
Rbck1	19904
Map2k4	4367
Mmadhc	4727
Slc6a16	0
Gpr137b-ps	1841
Tle4	1489
Ralgapb	1485
Tcp10a	0
Pcdhb17	0
Pcdhb16	0
Nkx3-2	0
Mfap5	0
LOC100861615	0
Gm3558	0
Gm21293	0
Gm6763	0
Gm8764	0
Gm21304	0
Dynlt1c	0
Mb	0
Gm20765	0
Gm5795	0
Slc25a14	668
Mir6948	0
4930529L06Rik	0
Ctnnbip1	459
Zgpat	3182
Slc35c2	3059
Psma6	11958
Gm3772	0
Ppwd1	91
Lrig3	0
Ikbkg	3836
Sidt1	61
Trappc12	3887
Apol7a	0
Jmy	978
Taf4b	0
Slco2b1	0
Trim46	4
Mta3	1221
Gpm6b	1
Zfp82	3
Mfsd6	1243
Septin5	0
Defa32	0
Mmp16	0
Med8	3122
Gm6756	0
Txnrd3	7
Gm5523	3
Anxa7	5353
Naga	48
Icosl	0
Chia1	0
Fbxo17	609
Fbxo16	0
Tdrd12	0
Mir5132	0
Plppr3	269
Slc27a4	734
Uba52	4878
Jag1	0
Dydc2	0
Mthfr	2334
Zbtb10	30
4933409G03Rik	0
Thsd4	0
Olfr1408	0
Hcrtr1	0
Mpdz	0
Nebl	0
Serbp1	22646
Arhgef1	50042
Amelx	0
Snx27	3084
Crp	0
Pcdha6	0
Pcdha4	0
Slc4a7	2992
Ints2	5906
Tmem74b	0
Muc15	0
B230354K17Rik	1481
I830077J02Rik	0
Slc22a15	2381
Gm10487	0
Gm3704	0
Zscan21	2008
1700065J11Rik	0
Gm13752	0
Gm5176	0
Gm5779	1
4930503H13Rik	0
Mrpl41	2341
Mcm5	12312
Mrgpre	990
Fbxo46	703
Ppm1k	966
Rfx5	2970
Yipf2	340
Crk	3848
Bmpr1b	0
1700020N15Rik	0
Clk2	1304
1700022A22Rik	0
Vmn2r113	0
Vmn2r112	0
Vmn2r111	0
Vmn2r110	0
Aurka	1569
Gsg1l2	0
Cfap54	670
Lmnb2	4077
Mir6973a	20
Gm3458	0
9230009I02Rik	0
4930594O21Rik	1
Tmem268	3077
Anapc10	2262
Arhgef9	2
Gm6116	0
Pcbp2	2244
Thsd1	977
Vti1a	2141
Hymai	0
1700093K21Rik	0
4933427I22Rik	0
1700101O22Rik	0
Grm6	0
Zfp28	668
Mzt1	10207
AA792892	0
8030462N17Rik	693
Chm	870
Gm19705	0
Gm5475	0
Ctsa	24479
Gm15446	23
Nipa2	1393
Insl5	0
Mpz	0
Mrps14	3266
Snrnp40	6371
Fam174a	374
Vav3	2486
Hypk	2183
Prss37	0
1700054A03Rik	0
Mir7063	0
Ctnnd2	0
Crisp1	0
Cdh23	1
Glra1	0
Lactb	3172
Sdhaf2	5509
Haao	0
Smug1	921
Smarca1	0
Sdsl	0
Cttnbp2	0
N4bp2l1	1
Zfp60	1935
Rnf145	23089
Pgghg	4086
Mfn2	2737
Tafa2	0
BC065397	7
5330417C22Rik	2
Crisp3	0
Mir125b-2	0
Mir6950	0
Gm29685	0
Anapc16	1922
Atf7	1452
Kcnq5	921
Ccdc90b	545
F10	0
Cyp2d26	0
Defb10	0
Defb35	0
Defb11	0
Defb7	0
Nlrp5-ps	0
Fam183b	0
Exoc7	5636
Vmn1r192	0
Vps72	3884
Hoxd11	0
Calu	7864
Pdrg1	4411
Cln6	519
Txlng	2231
Slc51b	0
Lce1a1	0
2410137M14Rik	0
2410124H12Rik	0
A530006G24Rik	0
Gm6567	0
Wdr13	1203
Tubgcp2	1759
Cpsf6	18994
Pcdh7	0
Iqce	623
Ccser2	770
B3gnt9	755
Vps18	1754
Nup214	3435
Pirt	0
Os9	9676
Usp47	9853
Lrrc8d	5144
Limd2	60026
Slc26a5	0
Tbcel	1714
9330182L06Rik	0
Prl7a1	0
Gm4724	0
Dis3l2	3042
Aimp2	2852
Ubr2	5029
Polm	1768
Sh3gl3	379
Akirin1	5941
Inpp5d	7315
Elmsan1	2985
Tshz2	0
Agpat4	2192
F730043M19Rik	6
5830418P13Rik	1
Vmn1r78	0
Vmn1r75	0
Marchf8	1131
Cdc37l1	4630
Trpc7	0
Vkorc1l1	830
Cebpb	762
Adcyap1	0
Srebf2	2630
Ngfr	0
Snurf	0
B3galt5	0
Robo4	0
Gpr50	0
Nabp1	4121
Ubtf	9006
Rhox6	0
Gdnf	0
Wapl	2521
Chtop	9773
Pms1	2066
Map1lc3b	16369
Isoc2b	0
Mrpl10	4929
Got1l1	0
Llcfc1	0
Lims1	8585
Vwa8	64
Fkbp1a	22760
Cpne6	0
Cplx2	0
Mir6993	0
Mir6997	0
Npnt	1075
Tgfb1i1	271
Ube2a	4441
Rad51d	2714
Mir653	0
Mir598	0
Anxa9	2
Frrs1	1405
Fam205a2	0
Lef1	237458
Rnf214	2252
Cdkn2aip	2461
Abraxas1	416
Hotairm1	0
Mir6999	57
Ccdc50	2648
Txndc5	6301
Syngr4	0
Magea4	0
Mir7086	0
Zmynd11	3871
Capza3	0
Capza2	10966
Clns1a	9219
Iqca1l	0
Ffar2	0
Wdr62	1
Ythdf1	3445
Cfap74	0
Slc16a4	0
Atl3	192
Cops8	6456
Baiap2	4454
Olfr1019	0
Exd2	3673
4833439L19Rik	6387
Phc3	708
Pxylp1	2
Arhgdia	37959
Bpifb1	0
Klk9	0
Klk1b27	0
Pdxp	2365
Scamp5	0
Ndufb7	2538
2510039O18Rik	5277
Gk2	0
Gykl1	0
Gck	0
Cnot4	1494
Snord116l2	0
1810014B01Rik	35
Spryd3	112
Acvrl1	0
Tex264	612
Taf15	9
Pafah1b1	2713
Otog	0
Fam129a	2634
Limd1	12942
Znhit2	964
Abca3	430
C77080	638
Zyx	12361
Slc26a8	0
Zfp27	12
Sgsm1	0
Hid1	306
Crppa	0
Zfp287	3
A730036I17Rik	0
Ebf2	0
Nubp1	2627
Cdcp3	0
1700029F12Rik	0
Ttc5	7268
Mir1927	0
1700072O05Rik	0
Rfx1	1080
Tmem238l	0
AW112010	1
Rpl22	1029
Rbfox2	0
Mvb12b	1096
Frem3	0
Mir3065	0
Asphd2	0
Tmem259	2678
Chrm2	0
Wdr66	2
Gm36176	0
Gm3250	0
Gm3233	0
Vwa3b	0
Trip13	687
Apol6	0
Arap1	6237
Borcs6	542
Ncbp2	1530
Ms4a7	176
Raly	8373
Pln	0
Palm	3230
Rab8a	9199
Brpf3	11
Hck	0
4932441J04Rik	0
Top2a	3495
Gdf15	0
Rpa2	2385
Hacl1	599
Itgb4	0
Itk	14401
Mir742	0
Trak1	5400
Dcaf12l2	0
Nim1k	10
Slc16a12	0
Mark4	712
Nlrp10	0
Leng9	470
Clec1a	0
Ssu2	0
Kctd8	0
Mir7000	0
Mir293	0
Mir292	0
Rnf44	2807
Msl3	1424
Apex2	4129
Morf4l2	7947
Phf11b	313
Zmat4	0
Klra15	0
Uba3	3729
Morc1	0
Ccdc83	0
Zfp266	2398
Strap	14773
Msn	52617
Capn7	8932
Areg	1
Araf	8972
Cela3a	0
Sema4c	0
Hilpda	1828
Psmd4	5844
Gm14853	2
Gm7429	6
Mzt2	399
Zbtb4	754
Spata9	0
Spata45	0
Hmgxb4	1363
Snx31	0
Hccs	3170
Cyp27b1	0
Cyp2j6	0
Cyp2j5	0
Plxna3	724
AY512931	0
Atp6v1c1	5396
Rpl22l1	843
Gngt2	110
Ggt6	0
Gm1140	0
Ccdc36	0
Cdc42ep4	2
Sptssb	0
Rnh1	3151
Adal	3927
Mir8092	0
Acan	198
Foxf1	0
Zrsr1	19
Neurod1	0
Slc2a6	0
Phactr3	0
Gm10684	0
Gm22109	0
Mtm1	142
4930527G23Rik	0
Neu2	1
Gpr137	365
Sulf1	0
Jpx	43
Fgf11	0
Prpf40b	708
Cdk3	1
Hyi	988
Zfp846	1330
Rad54l	1607
Magi2	0
Kat2b	2398
Hnrnpdl	11751
Snap47	620
Vmn2r23	0
Sh2d5	0
Slc38a1	9606
Cldn12	2
Morc4	0
Wwp1	504
Gpm6a	0
Ryk	0
1700071M16Rik	0
Gm14151	0
Amn1	148
Elavl2	0
Gm16223	2
A430078I02Rik	0
Magi1	0
Wipf1	4628
Abhd6	1070
Eid1	5758
Sp6	0
Pclaf	108
Kir3dl2	0
Zbtb7b	106
Dgkh	8
Pf4	0
Orc5	1768
Krtap5-4	0
Nt5c	5806
Sptbn2	0
Gm29968	0
Mir100hg	0
Cyp4x1os	0
Tpbg	0
5930438M14Rik	0
Tex35	0
Rida	186
Prkaca	3541
Lrfn3	0
Poglut3	2236
Olfr139	0
Olfr181	0
Olfr142	0
Olfr50	0
Tnrc6b	1695
